"","Punkt","Jahr","Stratum","x_UTM","y_UTM","Tiefe_zum_Oxidationshorizont_cm","Maechtigkeit_Oxidationshorizont_cm","Maechtigkeit_A_Horizont_cm","Maechtigkeit_AL_Schicht_cm","Gelaendehoehe_m","Bodenfeuchte_Prozent","StratumName","linModel","errlinModel","bestlinModel","errbestlinModel","glm","errglm","glm_gamma","errglm_gamma","bestglm","errbestglm","treeModel","errtreeModel","OOB","errOOB","INB","errINB"
"141",241,2013,1,311943.5347,5846503.724,100,0,42,36,99.371,20.7,"Talsand",19.2741325562374,1.42586744376258,19.7628614562295,0.93713854377047,19.6451008832104,1.05489911678964,20.6587918827351,0.0412081172649152,5.20819887114288,15.4918011288571,18,2.7,37.4425285435812,16.7425285435812,30.6746064889351,9.97460648893513
"142",242,2013,1,311936.3199,5846524.326,100,0,32,0,99.21,19.3,"Talsand",26.0417871557447,6.74178715574471,25.2803841192335,5.98038411923353,22.3392085069046,3.03920850690458,22.8513733536027,3.55137335360268,5.68337947897032,13.6166205210297,18,1.3,23.1495965206668,3.84959652066682,22.3028373647259,3.00283736472592
"143",245,2013,1,311973.6638,5846497.003,54,46,55,45,99.298,19.6,"Talsand",17.0264784593592,2.57352154064083,17.7273983016589,1.87260169834108,21.0300450758609,1.43004507586092,22.3772056284886,2.77720562848856,5.2227847029996,14.3772152970004,18,1.6,32.4775607638889,12.8775607638889,25.7769366666667,6.17693666666672
"144",246,2013,1,311977.5328,5846509.548,100,0,20,0,99.778,18.5,"Talsand",7.27306878255285,11.2269312174471,5.81483832677122,12.6851616732288,14.4691242388382,4.03087576116183,16.6217566974605,1.8782433025395,4.00696590601393,14.4930340939861,18,0.5,25.4610371426401,6.96103714264012,22.0532792694878,3.5532792694878
"145",249,2013,1,311956.7633,5846528.22,100,0,20,0,99.691,9.4,"Talsand",10.2362038732463,0.836203873246268,8.79635678441946,0.603643215580542,15.4213761919915,6.02137619199152,17.3543821985168,7.95438219851677,4.26374052018156,5.13625947981844,18,8.6,29.3691660512427,19.9691660512427,22.0277392694878,12.6277392694878
"146",250,2013,1,311940.535,5846539.137,100,0,28,0,99.154,18.2,"Talsand",28.141361593609,9.94136159360896,27.1995224368002,8.99952243680018,23.3436758228375,5.14367582283747,23.5972521811864,5.3972521811864,5.84865969038856,12.3513403096114,18,0.199999999999999,24.8302762017185,6.63027620171851,22.3196526028212,4.11965260282116
"147",253,2013,1,312002.9137,5846525.528,73,27,30,20,99.155,22.8,"Talsand",25.2708364339005,2.47083643390051,24.5021147208672,1.70211472086721,23.4222782426552,0.622278242655167,23.9186361726438,1.11863617264375,5.72780704727393,17.0721929527261,18,4.8,27.2388545550467,4.43885455504674,24.2618770093795,1.4618770093795
"148",254,2013,1,311998.6785,5846517.16,74,19,35,15,99.521,20.1,"Talsand",12.6832609247222,7.41673907527784,12.0578097205898,8.04219027941017,17.4493515157585,2.65064848424155,19.1976704008245,0.902329599175491,4.65194951987183,15.4480504801282,18,2.1,26.0570768664732,5.95707686647315,23.1881443903319,3.08814439033191
"149",255,2013,1,311982.8543,5846551.787,100,0,46,NA,98.923,25.8,"Talsand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",256,2013,1,311987.1753,5846538.081,35,4,45,0,99.24,13.4,"Talsand",18.1912723557907,4.79127235579072,17.8410176294306,4.44101762943055,20.2667307048305,6.86673070483052,21.8411723623442,8.44117236234418,5.31100026042293,8.08899973957707,18,4.6,27.5869731280193,14.1869731280193,20.5164551154401,7.11645511544007
"151",257,2013,2,311996.3761,5846413.744,20,68,17,12,98.438,35.7,"Übergang",45.8575913371051,10.1575913371051,43.8462991915794,8.14629919157942,42.4241886465833,6.72418864658326,42.0846795459092,6.38467954590916,7.61254832987095,28.0874516701291,36.9375,1.2375,39.793225388601,4.09322538860103,36.9494850000001,1.24948500000009
"152",258,2013,2,311981.8328,5846413.962,55,39,22,100,98.411,40.2,"Übergang",47.6134550445258,7.41345504452583,48.2238131569361,8.0238131569361,43.0932871775783,2.89328717757832,40.4687525456837,0.268752545683668,7.84507190608053,32.3549280939195,36.9375,3.2625,36.144931003103,4.05506899689701,37.9081728768592,2.29182712314085
"153",259,2013,2,312002.0028,5846573.923,36,6,12,43,97.941,60.5,"Übergang",63.1789256528473,2.67892565284728,62.4568072496627,1.95680724966269,60.7822307765076,0.282230776507639,60.3658291716047,0.134170828395263,9.14927759036652,51.3507224096335,53.95,6.55,58.1734708049887,2.32652919501134,59.4309028571429,1.06909714285708
"154",260,2013,2,312008.7846,5846551.72,0,60,40,70,97.859,82.4,"Übergang",61.1657318607568,21.2342681392433,61.7161242200368,20.6838757799632,68.3940730231362,14.0059269768638,74.8401045482425,7.55989545175748,9.23409342844326,73.1659065715567,74.2285714285714,8.17142857142858,55.1365053873432,27.2634946126568,68.7346626923079,13.6653373076921
"155",261,2013,2,311998.8562,5846438.381,34,58,22,100,98.751,28.9,"Übergang",34.2268595932837,5.32685959328374,34.5005728629344,5.60057286293441,32.2105579772278,3.31055797722777,31.1002874280919,2.20028742809192,6.74988396647575,22.1501160335242,36.9375,8.03750000000001,37.2273249622817,8.32732496228172,33.7049521146827,4.80495211468269
"156",262,2013,2,312003.718,5846443.392,47,40,33,100,98.831,33.6,"Übergang",32.0220428381367,1.57795716186329,33.0411980303465,0.558801969653452,29.85287115953,3.74712884047,29.0112796292267,4.58872037077333,6.57053662836444,27.0294633716356,36.9375,3.33750000000001,36.4620240595536,2.86202405955361,35.4437641550254,1.84376415502544
"157",263,2013,2,311963.7991,5846482.74,45,55,60,95,99.054,19.1,"Übergang",23.2159494461612,4.11594944616117,25.2016456509696,6.10164565096957,25.494606525837,6.39460652583704,25.9549156581681,6.85491565816813,5.90363379201841,13.1963662079816,29.4625,10.3625,33.7984315531001,14.6984315531001,25.831468888889,6.73146888888895
"158",264,2013,2,311963.6728,5846475.06,60,40,45,100,98.987,31.2,"Übergang",27.381737939078,3.81826206092201,28.9772783382036,2.22272166179637,26.7521006529457,4.44789934705427,26.4942038725687,4.70579612743126,6.16688043189976,25.0331195681002,29.4625,1.73750000000001,32.8536599153904,1.65365991539042,32.4535124697663,1.25351246976627
"159",265,2013,2,311912.6548,5846485.542,33,57,26,100,99.003,26.4,"Übergang",25.3444146218808,1.05558537811921,25.7658157157798,0.63418428422019,26.0752176997069,0.32478230029308,26.0023374929449,0.397662507055145,6.00175630358382,20.3982436964162,29.4625,3.06249999999999,36.742880934462,10.342880934462,32.1325108243064,5.73251082430637
"160",266,2013,2,311899.3552,5846487.131,NA,NA,NA,NA,99.081,NA,"Übergang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",267,2013,2,311880.456,5846457.314,42,58,35,100,98.392,41.2,"Übergang",46.598227056304,5.39822705630404,47.5926980364611,6.39269803646111,44.5049465659773,3.30494656597729,42.7970122314789,1.59701223147892,7.84438187103996,33.35561812896,36.9375,4.2625,35.8554936943398,5.34450630566015,38.6492497853454,2.55075021465461
"162",268,2013,2,311882.3927,5846460.977,71,29,26,NA,98.628,38.6,"Übergang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",269,2013,2,311974.7047,5846581.979,19,9,37,100,98.128,58.3,"Übergang",52.7353057566806,5.56469424331935,54.3714658742906,3.92853412570939,50.2141143488916,8.08588565110843,48.7040359670128,9.5959640329872,8.52312564585486,49.7768743541451,53.95,4.34999999999999,49.277255675526,9.02274432447398,54.2387791514041,4.06122084859586
"164",270,2013,2,311983.3265,5846586.544,15,30,30,62,98.075,50.5,"Übergang",55.5750712527001,5.07507125270013,55.7932543381394,5.29325433813938,54.4305565287533,3.93055652875331,54.45921137205,3.95921137205002,8.66208471419316,41.8379152858068,53.95,3.45,55.2829698506622,4.78296985066216,53.6619943589744,3.16199435897438
"165",271,2013,2,311937.7304,5846452.376,51,49,29,100,98.863,44.6,"Übergang",31.6094818316792,12.9905181683208,32.3390864355852,12.2609135644148,29.6154657795197,14.9845342204803,28.7517558446408,15.8482441553592,6.49355763930799,38.106442360692,36.9375,7.66249999999999,34.6027809489291,9.99721905107091,38.7581666451522,5.84183335484779
"166",272,2013,2,311948.9911,5846474.249,57,43,35,100,99.077,34.8,"Übergang",24.5422146880319,10.2577853119681,25.5970447449422,9.2029552550578,24.8351249424688,9.96487505753117,24.8267481466265,9.97325185337352,5.88815138616212,28.9118486138379,29.4625,5.33750000000001,30.2148339561213,4.58516604387874,32.1821178635391,2.61788213646086
"167",273,2013,2,311909.5927,5846422.342,25,75,25,100,98.199,52.7,"Übergang",52.2079497859477,0.492050214052327,52.5300809588621,0.169919041137931,52.9856920037602,0.285692003760154,52.1519151195234,0.548084880476587,8.33977421829485,44.3602257817052,53.95,1.25,43.0593514102309,9.64064858976906,47.6316465828616,5.06835341713838
"168",274,2013,2,311894.3238,5846455.436,67,33,33,100,98.609,36.7,"Übergang",41.4275852092087,4.7275852092087,42.6219050085133,5.92190500851329,36.6064626425353,0.0935373574647471,34.5290844629232,2.17091553707677,7.31308883954227,29.3869111604577,36.9375,0.237500000000004,34.3161706858741,2.38382931412592,35.5980375605089,1.10196243949111
"169",275,2013,2,312004.14,5846473.347,18,72,15,90,98.898,31.2,"Übergang",28.3981216667239,2.80187833327609,27.8846792896434,3.31532071035663,28.4990564099943,2.70094359000566,28.1675257617645,3.03247423823549,6.24615602734423,24.9538439726558,29.4625,1.73750000000001,38.623422142094,7.42342214209402,35.6516638492064,4.45166384920639
"170",276,2013,2,311997.1045,5846481.055,100,0,55,0,99.014,27.7,"Übergang",31.6118085860599,3.91180858605985,31.9973682307173,4.29736823071726,26.2644106271841,1.43558937281587,26.3664064665813,1.33359353341875,6.26186021893415,21.4381397810659,29.4625,1.76249999999999,24.6308127987097,3.06918720129033,25.301905459964,2.39809454003595
"171",277,2013,2,311902.6854,5846509.233,29,66,18,100,98.777,30.1,"Übergang",33.1422985222111,3.04229852221115,33.1163707678252,3.01637076782517,31.6764254067023,1.57642540670234,30.6803502559461,0.580350255946083,6.65131316791059,23.4486868320894,36.9375,6.83750000000001,37.3392627231994,7.23926272319937,34.0444839189895,3.94448391898953
"172",278,2013,2,311886.7981,5846503.7,40,60,26,100,98.74,40,"Übergang",35.0083696051006,4.9916303948994,35.4693547696584,4.53064523034163,32.903665131022,7.09633486897802,31.7240588184424,8.27594118155758,6.80854999134959,33.1914500086504,36.9375,3.06249999999999,35.1792450378958,4.82075496210423,37.9496911129067,2.05030888709331
"173",279,2013,2,311869.102,5846480.964,20,80,25,100,98.786,40.1,"Übergang",31.7904963154638,8.30950368453623,31.9202253609865,8.17977463901352,31.7926920540134,8.3073079459866,31.1491376882397,8.95086231176027,6.5854498732005,33.5145501267995,36.9375,3.16249999999999,37.4983859352735,2.60161406472649,38.3949735195214,1.70502648047859
"174",280,2013,2,311875.4509,5846514.816,30,63,30,100,98.219,44.8,"Übergang",51.6330473773473,6.83304737734734,52.3378480073989,7.53784800739886,51.4150955616551,6.61509556165509,50.27335947941,5.47335947941005,8.30257912890937,36.4974208710906,36.9375,7.86249999999999,45.7666950375663,0.966695037566254,44.5974689273145,0.202531072685517
"175",281,2013,2,312013.201,5846434.747,24,66,12,90,98.738,29.7,"Übergang",34.5015349679488,4.80153496794883,33.9597399341778,4.25973993417783,32.5172456342947,2.8172456342947,31.4490715959239,1.74907159592391,6.74458547188436,22.9554145281156,36.9375,7.23750000000001,40.2162298662299,10.5162298662299,35.6087400505051,5.90874005050508
"176",282,2013,2,312017.4102,5846414.622,23,77,23,100,98.481,29.4,"Übergang",42.5295170095587,13.1295170095587,42.6685792806202,13.2685792806202,41.2572578847816,11.8572578847816,39.8006897463294,10.4006897463294,7.49873687349032,21.9012631265097,36.9375,7.53750000000001,40.6200631160635,11.2200631160635,35.5735096837803,6.17350968378029
"177",283,2013,2,311861.4483,5846442.92,11,67,9,100,98.097,50.5,"Übergang",55.0158427288661,4.51584272886612,54.6447682695325,4.14476826953251,56.0010847838338,5.5010847838338,55.1096631083906,4.60966310839058,8.57968635652492,41.9203136434751,53.95,3.45,56.8618315972222,6.36183159722222,52.686286611561,2.186286611561
"178",284,2013,2,311834.5771,5846465.706,34,47,15,100,97.878,66.9,"Übergang",64.1739854551934,2.72601454480665,64.4185684207155,2.48143157928453,68.4976425447082,1.59764254470817,69.76413926554,2.86413926553996,9.32648440519216,57.5735155948078,74.2285714285714,7.32857142857142,54.3904245993971,12.5095754006029,60.1639927403299,6.73600725967009
"179",285,2013,2,311957.773,5846437.426,32,56,24,39,98.61,35.4,"Übergang",40.079894316752,4.67989431675196,39.1354195477411,3.7354195477411,36.3695536375494,0.969553637549389,35.5839825742703,0.183982574270317,7.15730250434831,28.2426974956517,36.9375,1.53750000000001,37.5977129547471,2.19771295474712,36.5952869047619,1.1952869047619
"180",286,2013,2,311954.652,5846401.464,7,58,7,65,98.153,45.1,"Übergang",53.5007733978737,8.40077339787367,52.3310910795458,7.23109107954578,52.3316019427851,7.23160194278515,51.5800201990344,6.48002019903439,8.39693929906696,36.703060700933,53.95,8.85,61.3238918918919,16.2238918918919,53.03109,7.93109
"181",287,2013,2,311929.6855,5846441.278,30,70,30,70,NA,41.8,"Übergang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",288,2013,2,311941.5354,5846408.848,47,50,50,80,98.291,39.4,"Übergang",50.1548521486702,10.7548521486702,51.5471746640255,12.1471746640255,48.6285240654596,9.22852406545955,47.8231550108436,8.42315501084362,8.16431009561171,31.2356899043883,36.9375,2.46249999999999,38.1019313576494,1.29806864235056,38.2755695238095,1.12443047619048
"183",289,2013,2,311932.9949,5846470.93,61,39,33,100,99.052,28.7,"Übergang",25.8296699263201,2.87033007367991,26.8483417948469,1.85165820515313,25.312119533749,3.38788046625098,25.1238661783732,3.57613382162678,5.97940404087063,22.7205959591294,29.4625,0.762499999999992,33.7388637321844,5.03886373218436,32.0076742921106,3.3076742921106
"184",290,2013,2,311925.3222,5846463.561,50,50,28,43,99.007,36.6,"Übergang",27.9402634550347,8.65973654496529,27.3055246151657,9.29447538483428,26.4644771172099,10.1355228827901,26.5715277847361,10.0284722152639,6.06418466986543,30.5358153301346,29.4625,7.13750000000001,33.8201418439716,2.77985815602836,35.4784333333334,1.12156666666661
"185",291,2013,2,311939.2547,5846562.983,100,0,32,40,98.371,41.2,"Übergang",53.7245538730563,12.5245538730563,54.0331885556348,12.8331885556347,44.9948545680781,3.79485456807807,42.1605119445729,0.960511944572907,8.15963121789707,33.0403687821029,36.9375,4.2625,43.857264299651,2.65726429965103,41.5756469001906,0.375646900190574
"186",292,2013,2,311952.8921,5846577.266,12,13,12,25,98.196,52.2,"Übergang",52.6666487961861,0.466648796186107,51.3506406047964,0.849359395203649,47.3022885261583,4.89771147384168,46.2447475575699,5.95525244243006,8.29186126570619,43.9081387342938,53.95,1.75,54.1936425983437,1.99364259834368,53.9290238095239,1.72902380952386
"187",293,2013,3,311808.4978,5846475.97,100,0,11,25,98,53.1,"Feuchtwiese",67.7046474389767,14.6046474389767,66.7474799095139,13.6474799095139,62.7240093883451,9.62400938834505,60.5932552673621,7.49325526736209,9.25461261854286,43.8453873814571,53.95,0.850000000000001,70.8147578628469,17.7147578628469,63.7602976452786,10.6602976452786
"188",294,2013,3,311811.9258,5846479.004,5,13,4,52,97.922,57.9,"Feuchtwiese",61.1078294776189,3.20782947761891,60.050267203299,2.15026720329897,59.6610964176756,1.76109641767558,59.5766423329334,1.67664233293337,9.06998674814736,48.8300132518526,53.95,3.95,62.656718931475,4.75671893147503,59.6161104761905,1.71611047619054
"189",295,2013,3,311895.3896,5846562.663,NA,NA,NA,NA,97.733,NA,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",296,2013,3,311892.1,5846561.906,100,0,18,34,97.749,82.7,"Feuchtwiese",75.7161218094693,6.98387819053069,75.3493320114649,7.35066798853514,79.2406098952216,3.45939010477845,82.8837540129141,0.183754012914065,9.9954221375782,72.7045778624218,74.2285714285714,8.47142857142858,64.4637555457754,18.2362444542246,72.9872893113904,9.71271068860962
"191",297,2013,3,312001.7562,5846377.536,100,0,NA,100,97.659,73.8,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",298,2013,3,311979.6181,5846387.592,100,0,11,90,97.662,75.2,"Feuchtwiese",77.7658715888651,2.56587158886514,78.3308504691131,3.1308504691131,85.2994511827229,10.0994511827229,88.5704882895943,13.3704882895942,10.2521967517458,64.9478032482542,74.2285714285714,0.971428571428575,69.6535464162395,5.54645358376051,71.5997912161522,3.60020878384778
"193",299,2013,3,311801.5958,5846459.012,21,1,15,100,97.883,57.6,"Feuchtwiese",62.2401475448846,4.64014754488462,62.9649654498548,5.36496544985484,61.7719435118114,4.17194351181139,60.5888882901513,2.98888829015132,9.25495999382952,48.3450400061705,74.2285714285714,16.6285714285714,64.9920545144455,7.3920545144455,60.8162116880341,3.21621168803414
"194",300,2013,3,311806.7522,5846463.09,22,27,10,50,97.875,67.4,"Feuchtwiese",64.2554578641975,3.14454213580248,63.3377627847544,4.06223721524557,65.5194211051759,1.88057889482411,67.1565081430545,0.243491856945511,9.28293816411343,58.1170618358866,74.2285714285714,6.82857142857142,61.0316927083333,6.36830729166667,64.2797433333334,3.12025666666663
"195",301,2013,3,311872.666,5846432.607,26,54,22,70,98.097,58.7,"Feuchtwiese",56.3572936564792,2.34270634352079,56.1242890411067,2.57571095889325,56.3275947709465,2.37240522905346,56.1848948239764,2.51510517602363,8.64518702917371,50.0548129708263,53.95,4.75,50.2906021303258,8.40939786967419,54.5321654761905,4.16783452380946
"196",302,2013,3,311856.9502,5846424.581,100,0,12,100,97.807,72,"Feuchtwiese",72.556057220178,0.556057220177991,73.3616530396994,1.36165303969938,74.3322026469025,2.33220264690249,72.6922190310738,0.69221903107379,9.82423906146641,62.1757609385336,74.2285714285714,2.22857142857143,69.8938270640688,2.1061729359312,70.7460266171548,1.25397338284525
"197",303,2013,3,311827.0347,5846505.079,100,0,24,76,97.852,82.7,"Feuchtwiese",70.9822465291895,11.7177534708105,71.8194883202259,10.8805116797741,71.6595576914389,11.0404423085611,71.0302923690672,11.6697076309328,9.69142460586249,73.0085753941375,74.2285714285714,8.47142857142858,60.146756734001,22.553243265999,69.1787626147538,13.5212373852462
"198",304,2013,3,311842.9791,5846519.221,100,0,15,30,97.821,85.9,"Feuchtwiese",73.4973493428051,12.4026506571949,72.8818684603079,13.0181315396921,74.0575042203346,11.8424957796654,75.305013452309,10.594986547691,9.78291900861188,76.1170809913881,74.2285714285714,11.6714285714286,68.6520528897431,17.2479471102569,74.5992426447236,11.3007573552764
"199",305,2013,3,311844.9382,5846447.28,23,26,15,90,97.866,66.2,"Feuchtwiese",63.5138595435133,2.68614045648674,63.7448304467543,2.45516955324565,65.7871473193307,0.412852680669317,66.4605370463299,0.260537046329901,9.31386776674412,56.8861322332559,74.2285714285714,8.02857142857142,59.1718556597723,7.02814434022768,62.319185566378,3.88081443362197
"200",306,2013,3,311837.8923,5846439.431,100,0,16,100,97.768,65.7,"Feuchtwiese",73.6920900652544,7.99209006525443,74.6981957965763,8.99819579657633,77.1607986195936,11.4607986195936,76.8213863643616,11.1213863643616,9.93934492298985,55.7606550770102,74.2285714285714,8.52857142857142,73.6897013825407,7.98970138254073,70.764917886996,5.06491788699603
"201",307,2013,3,311949.1623,5846381.651,100,0,NA,100,97.649,70.8,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",308,2013,3,311937.8213,5846389.431,100,0,NA,100,97.75,63.2,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",309,2013,3,311907.5439,5846390.474,50,43,NA,100,97.745,75.7,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",310,2013,3,311890.1709,5846414.189,30,51,NA,100,97.786,63.3,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",311,2013,3,311928.8423,5846571.935,10,57,10,33,97.866,77.2,"Feuchtwiese",64.122939400585,13.077060599415,62.4625791113904,14.7374208886096,68.5174246477133,8.68257535228666,73.3571494092398,3.84285059076016,9.25710051711519,67.9428994828848,74.2285714285714,2.97142857142858,57.9601523297491,19.2398476702509,67.2387033333335,9.96129666666654
"206",312,2013,3,311915.9278,5846594.542,100,0,3,10,97.896,80.3,"Feuchtwiese",71.9661070392062,8.33389296079376,70.3115939278523,9.9884060721477,69.0675981686053,11.2324018313947,68.4056245415746,11.8943754584254,9.56156158260529,70.7384384173947,74.2285714285714,6.07142857142857,53.9978193095485,26.3021806904515,66.8822412178172,13.4177587821828
"207",313,2013,3,311947.6896,5846612.875,100,0,10,38,97.885,77,"Feuchtwiese",71.3793572810546,5.62064271894542,70.6885675259455,6.31143247405453,69.6298846555495,7.37011534445053,68.6775853821805,8.3224146178195,9.59402733841961,67.4059726615804,74.2285714285714,2.77142857142857,70.5342699052965,6.46573009470355,73.2637386764697,3.73626132353031
"208",314,2013,3,311930.8889,5846607.607,NA,NA,NA,NA,97.845,NA,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",315,2013,3,311862.7513,5846537.335,100,0,NA,38,97.846,82.1,"Feuchtwiese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
